"","Census_date","Site","Transect_plot","Quad","Phenology","Xcoord","Ycoord","Stem_diam_mm","Height_cm","Num_total_branches","Longest_leaf_cm","Num_flowers","Num_fruits","Longest_fruit_cm","Num_repro_branches","Notes","Census_year","Year_marked","Entered_by","Date_entered","Collected_by","Tag","2018tag","2019tag","Band","Band_color","Band_num","Pick_color","Sword_color","Canopy_width_cm","Leaf_thickness_mm","Buds","Herbivory","Num_leaves","Category_herbivory","Stem_diam_mm_UFA"
"420",2019-08-07,"WL1","1","5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"421",2019-08-07,"WL1","1","5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"422",2019-08-07,"WL1","1","5","V",NA,NA,"<1","1.3",1,"0.4",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"423",2019-08-07,"WL1","1","6","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"424",2019-08-07,"WL1","1","6","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"425",2019-08-07,"WL1","1","6.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"426",2019-08-07,"WL1","1","7","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"427",2019-08-07,"WL1","1","7","V",NA,NA,"<1","2.1",1,"0.6",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,"N",NA,NA,0.5
"428",2019-08-07,"WL1","1","7","V",NA,NA,"<1","0.7",1,"0.3",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,"N",NA,NA,0.5
"429",2019-08-07,"WL1","1","7.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"430",2019-08-07,"WL1","1","8","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"431",2019-08-07,"WL1","1","8","V",NA,NA,"<1","1.2",1,"0.3",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"432",2019-08-07,"WL1","1","8","V",NA,NA,"<1","1.0",1,"0.3",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"433",2019-08-07,"WL1","1","8.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"434",2019-08-07,"WL1","1","8.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"435",2019-08-07,"WL1","1","8.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"436",2019-08-07,"WL1","1","9","V",NA,NA,"<1","0.8",1,"0.3",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,"N",NA,NA,0.5
"437",2019-08-07,"WL1","1","9.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"438",2019-08-07,"WL1","1","4.5","V",NA,NA,"<1","1.4",1,"0.3",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"439",2019-08-07,"WL1","1","4.5","V",15,23,"1.18","2.2",1,"0.8",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,20,"grn",NA,NA,NA,NA,"N",NA,NA,1.18
"440",2019-08-07,"WL1","1","5.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no plants found",2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",2019-08-07,"WL1","1","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no plants found",2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",2019-08-07,"WL1","2","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no plants found",2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",2019-08-07,"WL1","2","5.5","V",NA,NA,"<1","2.0",1,"0.3",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,"N",NA,NA,0.5
"444",2019-08-07,"WL1","2","6","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"445",2019-08-07,"WL1","2","6.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no plants found",2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",2019-08-07,"WL1","2","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no plants found",2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",2019-08-07,"WL1","2","7.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"448",2019-08-07,"WL1","2","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no plants found",2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",2019-08-07,"WL1","3","0.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"450",2019-08-07,"WL1","3","0.5","V",NA,NA,"<1","1.6",1,"0.6",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,"N",NA,NA,0.5
"451",2019-08-07,"WL1","3","0.5","V",10,15,"1.05","3.0",1,"1.3",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,22,"grn",NA,NA,NA,NA,"N",NA,NA,1.05
"452",2019-08-07,"WL1","3","0.5","V",NA,NA,"<1","1.8",1,"0.6",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,"N",NA,NA,0.5
"453",2019-08-07,"WL1","3","1","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"copied x6",2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"454",2019-08-07,"WL1","3","1","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"455",2019-08-07,"WL1","3","1","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"456",2019-08-07,"WL1","3","1","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"457",2019-08-07,"WL1","3","1","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"458",2019-08-07,"WL1","3","1","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"459",2019-08-07,"WL1","3","1","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"copied x3",2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"460",2019-08-07,"WL1","3","1","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"461",2019-08-07,"WL1","3","1","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"462",2019-08-07,"WL1","3","1","V",NA,NA,"<1","1.6",1,"0.2",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,"N",NA,NA,0.5
"463",2019-08-07,"WL1","3","1","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"464",2019-08-07,"WL1","3","1","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"465",2019-08-07,"WL1","3","1","V",NA,NA,"<1","2.3",1,"0.5",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,"N",NA,NA,0.5
"466",2019-08-07,"WL1","3","1","V",NA,NA,"<1","3.2",1,"0.6",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,"N",NA,NA,0.5
"467",2019-08-07,"WL1","3","1","V",NA,NA,"<1","3.4",1,"0.5",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"468",2019-08-07,"WL1","3","1.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"copied x4",2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"469",2019-08-07,"WL1","3","1.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"470",2019-08-07,"WL1","3","1.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"471",2019-08-07,"WL1","3","1.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"472",2019-08-07,"WL1","3","1.5","V",NA,NA,"<1","2.6",1,"0.9",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,"N",NA,NA,0.5
"473",2019-08-07,"WL1","3","1.5","V",NA,NA,"<1","2.6",1,"0.5",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,"N",NA,NA,0.5
"474",2019-08-07,"WL1","3","1.5","V",NA,NA,"<1","4.3",1,"1.0",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,"N",NA,NA,0.5
"475",2019-08-07,"WL1","3","1.5","V",NA,NA,"<1","4.6",1,"1.1",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,"N",NA,NA,0.5
"476",2019-08-07,"WL1","3","1.5","V",NA,NA,"<1","3.0",1,"0.9",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,"N",NA,NA,0.5
"477",2019-08-07,"WL1","3","2","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"copied x3",2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"478",2019-08-07,"WL1","3","2","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"479",2019-08-07,"WL1","3","2","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"480",2019-08-07,"WL1","3","2","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"copied x3",2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"481",2019-08-07,"WL1","3","2","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"482",2019-08-07,"WL1","3","2","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"483",2019-08-07,"WL1","3","2","V",NA,NA,"<1","2.0",1,"0.7",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"484",2019-08-07,"WL1","3","2","V",NA,NA,"<1","2.6",1,"0.7",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"485",2019-08-07,"WL1","3","2","V",NA,NA,"<1","2.6",1,"0.6",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"486",2019-08-07,"WL1","3","2","V",NA,NA,"<1","4.3",1,"0.9",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,"N",NA,NA,0.5
"487",2019-08-07,"WL1","3","0","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"488",2019-08-07,"WL1","3","0","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"489",2019-08-07,"WL1","3","0","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA
"490",2019-08-07,"WL1","3","0","V",NA,NA,"<1","3.2",1,"0.6",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,"Y",NA,NA,0.5
"491",2019-08-07,"WL1","3","0","V",16,42,"1.2","3.7",1,"1.1",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Maya & Eva",NA,NA,NA,NA,NA,44,"grn",NA,NA,NA,NA,"N",NA,NA,1.2
"492",2019-08-07,"WL1","3","3","V",NA,NA,"<1","2.0",1,"0.3",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"493",2019-08-07,"WL1","3","3","V",NA,NA,"<1","3.4",1,"0.6",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"494",2019-08-07,"WL1","3","4","V",NA,NA,"<1","1.0",1,"0.3",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"495",2019-08-07,"WL1","3","4","V",NA,NA,"<1","2.6",1,"0.7",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"496",2019-08-07,"WL1","3","3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no plants found",2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",2019-08-07,"WL1","3","4","V",NA,NA,"<1","2.5",1,"0.5",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,"N",NA,NA,0.5
"498",2019-08-07,"WL1","3","4","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"499",2019-08-07,"WL1","3","4","V",NA,NA,"<1","2.9",1,"0.5",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"grn",NA,NA,NA,NA,"N",NA,NA,0.5
"500",2019-08-07,"WL1","3","4","V",NA,NA,"<1","3.0",1,"0.5",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"501",2019-08-07,"WL1","3","4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no plants found",2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",2020-07-17,"WL1","1","1","X",22,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,"SRA",2021-07-07,NA,NA,NA,NA,NA,"red",48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",2020-07-17,"WL1","1","2.5","P",10,50,"2.22","25.7",2,NA,"0.0","12.0",5.4,2,NA,2020,NA,"SRA",2021-07-07,NA,NA,NA,NA,NA,"red",40,NA,NA,NA,NA,NA,"N",NA,NA,2.22
"504",2020-07-17,"WL1","1","3","X",34,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",2020-07-17,"WL1","1","3","X",30,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,"red",23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506",2020-07-17,"WL1","1","3.5","X",0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,"red",24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",2020-07-17,"WL1","1","4.5","P",15,23,"1.42","13.2",3,NA,"0.0","5.0",3,3,NA,2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,"red",20,NA,NA,NA,NA,NA,"N",NA,NA,1.42
"508",2020-07-17,"WL1","1","5","P",35,12,"2.07","19.5",4,NA,"0.0","13.0",6.1,4,"y=I2, not 22",2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,"red",39,NA,NA,NA,NA,NA,"N",NA,NA,2.07
"509",2020-07-17,"WL1","2","3","X",35,33,NA,NA,NA,NA,NA,NA,NA,NA,"no plant",2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,"red",35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510",2020-07-17,"WL1","2","8.5","X",6,0,NA,NA,NA,NA,NA,NA,NA,NA,"no plant",2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,"red",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",2020-07-17,"WL1","2","8.5","X",28,0,NA,NA,NA,NA,NA,NA,NA,NA,"no plant",2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,"red",72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",2020-07-17,"WL1","3","0","X",25,34,NA,NA,NA,NA,NA,NA,NA,NA,"no plant or band",2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,"red",25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513",2020-07-17,"WL1","3","0","X",35,42,NA,NA,NA,NA,NA,NA,NA,NA,"no plant or band",2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,"red",21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",2020-07-17,"WL1","3","0","X",16,42,NA,NA,NA,NA,NA,NA,NA,NA,"no plant or band",2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,"red",44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515",2020-07-17,"WL1","3","0.5","X",10,15,NA,NA,NA,NA,NA,NA,NA,NA,"no plant or band",2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,"red",22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516",2020-07-17,"WL1","1","0.5","P",28,28,"1.33","20.1",1,NA,"0.0","7.0",4,1,NA,2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,"blue",34,"red",NA,NA,NA,NA,"N",NA,NA,1.33
"517",2020-07-17,"WL1","1","0.5","P",14,30,"1.33","18.8",1,NA,"0.0","5.0",7.3,1,NA,2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,"blue",10,"red",NA,NA,NA,NA,"N",NA,NA,1.33
"518",2020-07-17,"WL1","1","0.5","P",15,37,"1.3","19.4",1,NA,"0.0","11.0",5.1,1,NA,2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,"blue",19,"red",NA,NA,NA,NA,"N",NA,NA,1.3
"519",2020-07-17,"WL1","1","0.5","V",NA,NA,"0.66","3.5",1,"0.8",NA,NA,NA,0,NA,2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,0.5
"520",2020-07-17,"WL1","1","0.5","V",NA,NA,"0.8","2.4",1,"0.7",NA,NA,NA,0,NA,2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,0.5
"521",2020-07-17,"WL1","1","3","P",23,14,"1.14","14.7",1,NA,"0.0","4.0",5.9,1,NA,2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,"blue",60,NA,NA,NA,NA,NA,"N",NA,NA,1.14
"522",2020-07-17,"WL1","1","3","P",37,27,"1.57","26.0",2,NA,"0.0","10.0",6.1,2,NA,2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,"blue",16,NA,NA,NA,NA,NA,"N",NA,NA,1.57
"523",2020-07-17,"WL1","1","3","P",45,32,"2.09","24.0",3,NA,"0.0","31.0",7.5,3,NA,2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,"blue",41,NA,NA,NA,NA,NA,"N",NA,NA,2.09
"524",2020-07-17,"WL1","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no plant",2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA
"525",2020-07-17,"WL1","1","5","P",19,47,"1.99","23.3",1,NA,"0.0","12.0",7.6,1,NA,2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,"blue",22,"red",NA,NA,NA,NA,"N",NA,NA,1.99
"526",2020-07-17,"WL1","1","7.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no plant",2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA
"527",2020-07-17,"WL1","1","8.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no plant",2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA
"528",2020-07-17,"WL1","1","8.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no plant",2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA
"529",2020-07-17,"WL1","1","9","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no plant",2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA
"530",2020-07-17,"WL1","2","0","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no plant",2020,NA,"SHS",2021-07-13,NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
